reaction,has_rclass,has_main_pair,num_pairs
R10047,True,True,25
R00223,True,True,3
R10217,True,True,26
R04769,True,True,64
R12035,True,True,6
R10301,True,True,20
R12355,True,True,4
R00892,True,True,17
R00581,True,True,64
R00651,True,True,51
R08890,True,True,70
R12319,True,True,1
R13331,False,False,0
R13453,True,True,1
R03566,True,True,28
R05635,True,True,24
R05538,True,True,3
R00315,True,True,249
R00114,True,True,90
R13299,True,True,102
R07460,True,True,4
R02333,True,True,78
R09721,True,True,78
R04452,True,True,90
R03131,True,True,52
R05559,True,True,7
R08411,True,True,1
R12118,False,False,0
R03528,True,True,11
R08529,True,True,126
R02879,True,True,17
R01303,True,True,29
R04057,True,True,100
R01705,False,False,0
R11283,True,True,78
R11313,True,True,5
R12255,True,True,1
R01296,True,True,104
R12237,True,True,6
R13309,False,False,0
R07323,True,True,1
R02511,True,True,3
R02530,True,True,159
R03994,True,True,159
R09968,True,True,2
R00219,True,True,1
R11068,True,True,62
R08756,True,True,10
R02528,True,True,3
R07887,True,True,97
R10203,True,True,7
R09374,True,True,24
R10691,True,True,28
R13046,True,True,78
R02059,True,True,78
R06420,True,True,2
R05625,True,True,228
R01215,True,True,7
R08546,True,True,1
R09145,True,True,1
R01433,True,True,5
R00006,True,True,2
R01372,True,True,1
R12390,True,True,167
R00210,True,True,161
R06727,True,True,2
R09518,True,True,1
R08532,True,True,262
R10285,True,True,3
R12751,False,False,0
R09599,True,True,245
R00737,True,True,4
R12515,True,True,181
R06572,True,True,104
R11664,False,False,0
R08197,True,True,64
R01073,True,True,3
R00217,True,True,7
R09498,True,True,3
R10718,True,True,3
R02549,True,True,52
R08422,True,True,2
R00452,True,True,17
R00256,True,True,29
R00261,True,True,28
R09067,True,True,50
R00743,True,True,101
R10356,True,True,3
R05825,True,True,21
R00134,True,True,3
R10178,True,True,34
R06781,True,True,43
R01344,True,True,6
R08253,True,True,4
R00697,True,True,4
R10542,True,True,10
R10212,True,True,30
R07247,True,True,14
R02253,True,True,43
R05219,True,True,5
R01390,True,True,1
R02177,True,True,55
R00997,True,True,1
R00211,True,True,160
R00901,True,True,3
R08170,True,True,13
R05605,True,True,35
R10348,True,True,2
R01146,True,True,1
R10539,True,True,10
R07846,True,True,2
R01424,True,True,118
R11055,True,True,3
R09385,True,True,4
R10608,True,True,109
R06380,True,True,2
R09451,True,True,17
R00827,True,True,161
R09452,True,True,17
R12188,True,True,11
R09278,True,True,14
R09393,True,True,4
R11941,True,True,220
R05718,True,True,1
R08097,True,True,170
R04230,True,True,242
R02026,True,True,56
R08451,True,True,5
R06729,True,True,61
R01144,True,True,61
R01306,True,True,165
R01241,True,True,22
R01032,True,True,2
R02368,True,True,181
R00521,True,True,5
R11071,True,True,4
R06422,True,True,1
R01394,True,True,1
R02540,True,True,26
R11694,True,True,62
R05865,True,True,2
R00216,True,True,4
R00221,True,True,3
R01088,True,True,64
R04106,True,True,44
R09659,True,True,2
R08398,True,True,1
R13286,False,False,0
R04202,True,True,181
R12622,True,True,4
R13380,False,False,0
R07835,True,True,11
R10319,True,True,2
R01293,True,True,31
R09517,True,True,106
R08653,True,True,14
R01688,True,True,249
R02004,True,True,1
R10892,True,True,408
R00316,True,True,30
R10515,True,True,4
R00895,True,True,62
R02572,True,True,2
R04799,True,True,2
R01419,True,True,31
R01199,True,True,165
R10597,True,True,5
R09934,True,True,1
R08696,True,True,5
R12775,False,False,0
R03265,True,True,2
R05487,True,True,102
R01216,True,True,2
R02875,True,True,1
R09702,True,True,1
R02376,True,True,1
R05699,True,True,31
